leaid,locale,locale2
1731380,32,Town
1731410,32,Town
1731500,42,Rural
1731560,41,Rural
1731620,32,Town
1731710,33,Town
1731740,21,Suburban
1731770,21,Suburban
1731860,21,Suburban
1731890,42,Rural
1731920,41,Rural
1731950,12,City
1732040,21,Suburban
1732090,42,Rural
1732100,42,Rural
1732160,32,Town
1732190,21,Suburban
1732220,32,Town
1732280,43,Rural
1732370,21,Suburban
1732490,42,Rural
1732520,21,Suburban
1732550,23,Suburban
1732580,21,Suburban
1732670,32,Town
1732700,32,Town
1732770,42,Rural
1732830,42,Rural
1732850,21,Suburban
1732910,21,Suburban
1732960,42,Rural
1732970,21,Suburban
1733000,33,Town
1733030,42,Rural
1733090,42,Rural
1733120,41,Rural
1733210,31,Town
1733240,31,Town
1733270,21,Suburban
1733300,32,Town
1733380,41,Rural
1733390,21,Suburban
1733420,21,Suburban
1733450,21,Suburban
1733510,41,Rural
1733690,21,Suburban
1733720,21,Suburban
1733750,42,Rural
1733810,21,Suburban
1733840,21,Suburban
1733870,21,Suburban
1733930,41,Rural
1733950,32,Town
1733990,21,Suburban
1734020,21,Suburban
1734100,22,Suburban
1734110,41,Rural
1734140,42,Rural
1734170,21,Suburban
1734230,32,Town
1734260,32,Town
1734290,41,Rural
1734320,22,Suburban
1734350,32,Town
1734380,32,Town
1734410,13,City
1734440,42,Rural
1734470,21,Suburban
1734510,12,City
1734540,23,Suburban
1734590,42,Rural
1734620,21,Suburban
1734650,42,Rural
1734710,21,Suburban
1734740,13,City
1734770,21,Suburban
1734870,42,Rural
1734990,21,Suburban
1735010,23,Suburban
1735100,41,Rural
1735160,33,Town
1735190,33,Town
1735220,21,Suburban
1735310,41,Rural
1735340,21,Suburban
1735370,21,Suburban
1735400,31,Town
1735460,21,Suburban
1735610,42,Rural
1735640,21,Suburban
1735770,41,Rural
1735820,42,Rural
1735850,42,Rural
1735940,42,Rural
1735970,42,Rural
1736090,32,Town
1736180,42,Rural
1736210,21,Suburban
1736240,42,Rural
1736300,21,Suburban
1736330,21,Suburban
1736360,21,Suburban
1736450,13,City
1736480,13,City
1736510,31,Town
1736570,31,Town
1736600,23,Suburban
1736610,43,Rural
1736640,42,Rural
1736720,21,Suburban
1736750,21,Suburban
1736780,41,Rural
1736810,21,Suburban
1736840,42,Rural
1736900,32,Town
1736920,33,Town
1736960,42,Rural
1737020,42,Rural
1737050,41,Rural
1737080,12,City
1737120,41,Rural
1737140,41,Rural
1737170,21,Suburban
1737230,43,Rural
1737320,41,Rural
1737350,41,Rural
1737380,41,Rural
1737410,31,Town
1737440,42,Rural
1737470,42,Rural
1737490,42,Rural
1737590,32,Town
1737650,32,Town
1737680,21,Suburban
1737800,42,Rural
1737830,43,Rural
1737860,21,Suburban
1737980,42,Rural
1738070,41,Rural
1738100,32,Town
1738130,32,Town
1738190,32,Town
1738220,21,Suburban
1738370,21,Suburban
1738400,21,Suburban
1738460,23,Suburban
1738490,43,Rural
1738520,21,Suburban
1738550,42,Rural
1738700,32,Town
1738760,33,Town
1738790,31,Town
1738910,21,Suburban
1738940,21,Suburban
1738970,21,Suburban
1739030,21,Suburban
1739090,43,Rural
1739120,41,Rural
1739180,42,Rural
1739390,41,Rural
1739420,41,Rural
1739450,42,Rural
1739460,13,City
1739480,42,Rural
1739510,21,Suburban
1739600,32,Town
1739630,42,Rural
1739660,41,Rural
1739780,21,Suburban
1739870,21,Suburban
1739930,41,Rural
1739960,13,City
1740070,21,Suburban
1740080,42,Rural
1740140,33,Town
1740200,21,Suburban
1740220,23,Suburban
1740260,42,Rural
1740290,42,Rural
1740320,42,Rural
1740350,21,Suburban
1740410,43,Rural
1740440,21,Suburban
1740470,32,Town
1740480,42,Rural
1740500,21,Suburban
1740530,42,Rural
1740620,42,Rural
1740650,42,Rural
1740680,33,Town
1740740,43,Rural
1740800,21,Suburban
1740830,41,Rural
1740890,41,Rural
1740920,42,Rural
1740980,21,Suburban
1741010,21,Suburban
1741040,21,Suburban
1741070,31,Town
1741190,21,Suburban
1741250,21,Suburban
1741280,42,Rural
1741360,42,Rural
1741520,21,Suburban
1741550,21,Suburban
1741580,31,Town
1741600,32,Town
1741690,21,Suburban
1741700,21,Suburban
1741750,42,Rural
1741790,21,Suburban
1741820,21,Suburban
1741980,21,Suburban
1742060,32,Town
1742180,21,Suburban
1742210,21,Suburban
1742240,41,Rural
1742300,21,Suburban
1742310,32,Town
1742450,42,Rural
1742480,41,Rural
1742510,33,Town
1742570,21,Suburban
1742600,21,Suburban
1742630,31,Town
1742660,43,Rural
1742690,42,Rural
1742720,21,Suburban
1742790,21,Suburban
1742810,23,Suburban
1742840,21,Suburban
1742900,21,Suburban
1742960,21,Suburban
1742990,42,Rural
1743020,21,Suburban
1743050,23,Suburban
1743070,21,Suburban
1743110,21,Suburban
1743330,31,Town
1743380,21,Suburban
1743800,41,Rural
1743860,21,Suburban
1743890,21,Suburban
1743960,21,Suburban
1743962,42,Rural
1743963,21,Suburban
1800001,13,City
1800006,41,Rural
1800007,32,Town
1800008,42,Rural
1800009,32,Town
1800010,32,Town
1800011,21,Suburban
1800013,11,City
1800014,11,City
1800016,13,City
1800018,11,City
1800020,32,Town
1800021,12,City
1800023,11,City
1800024,11,City
1800025,13,City
1800027,13,City
1800028,11,City
1800030,21,Suburban
1800033,11,City
1800034,32,Town
1800036,32,Town
1800037,12,City
1800038,13,City
1800040,21,Suburban
1800041,13,City
1800042,11,City
1800043,42,Rural
1800045,11,City
1800046,13,City
1800048,21,Suburban
1800050,32,Town
1800051,11,City
1800052,13,City
1800054,21,Suburban
1800056,21,Suburban
1800057,11,City
1800058,11,City
1800059,11,City
1800060,42,Rural
1800061,21,Suburban
1800064,11,City
1800065,41,Rural
1800067,11,City
1800070,32,Town
1800071,13,City
1800072,21,Suburban
1800074,32,Town
1800077,13,City
1800078,32,Town
1800079,42,Rural
1800080,41,Rural
1800081,11,City
1800082,21,Suburban
1800083,13,City
1800086,11,City
1800087,12,City
1800088,21,Suburban
1800090,13,City
1800093,11,City
1800094,11,City
1800098,11,City
1800099,21,Suburban
1800101,12,City
1800102,13,City
1800105,11,City
1800106,13,City
1800107,42,Rural
1800108,11,City
1800110,41,Rural
1800112,11,City
1800113,21,Suburban
1800116,13,City
1800118,32,Town
1800119,13,City
1800120,23,Suburban
1800121,11,City
1800122,11,City
1800123,13,City
1800124,11,City
1800126,11,City
1800127,11,City
1800128,11,City
1800129,42,Rural
1800130,41,Rural
1800131,11,City
1800133,42,Rural
1800134,32,Town
1800135,13,City
1800136,11,City
1800137,11,City
1800138,11,City
1800139,11,City
1800140,11,City
1800141,11,City
1800142,13,City
1800145,11,City
1800146,11,City
1800147,11,City
1800148,11,City
1800149,11,City
1800150,13,City
1800152,11,City
1800158,11,City
1800159,11,City
1800160,11,City
1800161,12,City
1800163,21,Suburban
1800164,12,City
1800165,42,Rural
1800166,11,City
1800167,11,City
1800168,42,Rural
1800169,12,City
1800170,11,City
1800171,13,City
1800172,11,City
1800173,11,City
1800175,32,Town
1800176,22,Suburban
1800177,11,City
1800178,21,Suburban
1800179,11,City
1800180,42,Rural
1800181,11,City
1800182,21,Suburban
1800183,11,City
1800184,11,City
1800185,21,Suburban
1800186,13,City
1800187,11,City
1800188,11,City
1800189,42,Rural
1800190,11,City
1800191,11,City
1800192,11,City
1800193,11,City
1800194,11,City
1800195,13,City
1800196,11,City
1800197,13,City
1800198,42,Rural
1800199,11,City
1800200,13,City
1800201,11,City
1800202,11,City
1800203,11,City
1800210,32,Town
1800240,41,Rural
1800270,21,Suburban
1800330,42,Rural
1800360,13,City
1800390,41,Rural
1800420,22,Suburban
1800450,21,Suburban
1800480,42,Rural
1800570,32,Town
1800600,32,Town
1800630,13,City
1800660,41,Rural
1800690,41,Rural
1800720,32,Town
1800750,41,Rural
1800840,41,Rural
1800900,32,Town
1800960,42,Rural
1801020,21,Suburban
1801050,32,Town
1801060,41,Rural
1801170,32,Town
1801200,13,City
1801230,42,Rural
1801290,42,Rural
1801410,42,Rural
1801440,21,Suburban
1801470,21,Suburban
1801560,32,Town
1801590,31,Town
1801710,42,Rural
1801740,43,Rural
1801770,32,Town
1801890,21,Suburban
1801920,21,Suburban
1802040,41,Rural
1802130,42,Rural
1802160,41,Rural
1802190,42,Rural
1802220,42,Rural
1802280,41,Rural
1802400,22,Suburban
1802420,13,City
1802430,31,Town
1802440,42,Rural
1802460,32,Town
1802490,21,Suburban
1802520,42,Rural
1802550,21,Suburban
1802580,33,Town
1802610,41,Rural
1802640,11,City
1802660,41,Rural
1802700,41,Rural
1802800,21,Suburban
1802830,21,Suburban
1802850,21,Suburban
1802880,21,Suburban
1802910,21,Suburban
1802940,41,Rural
1802970,32,Town
1803000,42,Rural
1803030,42,Rural
1803060,41,Rural
1803090,42,Rural
1803120,42,Rural
1803150,31,Town
1803180,32,Town
1803210,42,Rural
1803240,23,Suburban
1803270,13,City
1803300,31,Town
1803330,42,Rural
1803450,12,City
1803480,41,Rural
1803510,32,Town
1803570,42,Rural
1803630,11,City
1803660,41,Rural
1803690,21,Suburban
1803700,42,Rural
1803720,41,Rural
1803750,11,City
1803780,42,Rural
1803810,42,Rural
1803840,31,Town
1803870,13,City
1803930,13,City
1803940,21,Suburban
1803960,32,Town
1803990,32,Town
1804050,21,Suburban
1804080,32,Town
1804110,21,Suburban
1804140,41,Rural
1804170,21,Suburban
1804230,42,Rural
1804260,21,Suburban
1804320,21,Suburban
1804350,21,Suburban
1804470,41,Rural
1804500,41,Rural
1804560,21,Suburban
1804590,21,Suburban
1804620,21,Suburban
1804710,32,Town
1804770,11,City
1804800,42,Rural
1804980,41,Rural
1805190,41,Rural
1805240,21,Suburban
1805280,42,Rural
1805340,32,Town
1805370,13,City
1805400,13,City
1805450,21,Suburban
1805460,21,Suburban
1805520,32,Town
1805550,41,Rural
1805580,13,City
1805670,21,Suburban
1805700,31,Town
1805790,31,Town
1805880,41,Rural
1805910,32,Town
1806030,32,Town
1806060,41,Rural
1806080,42,Rural
1806090,41,Rural
1806100,32,Town
1806120,32,Town
1806240,41,Rural
1806270,41,Rural
1806390,32,Town
1806480,31,Town
1806510,31,Town
1806570,13,City
1806600,41,Rural
1806630,42,Rural
1806660,42,Rural
1806840,13,City
1806870,32,Town
1806900,32,Town
1807020,41,Rural
1807080,41,Rural
1807110,32,Town
1807140,21,Suburban
1807230,23,Suburban
1807260,41,Rural
1807290,31,Town
1807320,13,City
1807350,21,Suburban
1807380,42,Rural
1807410,21,Suburban
1807440,32,Town
1807470,31,Town
1807560,41,Rural
1807620,42,Rural
1807650,21,Suburban
1807680,32,Town
1807710,43,Rural
1807770,41,Rural
1807800,42,Rural
1807830,42,Rural
1807860,41,Rural
1807890,42,Rural
1807900,42,Rural
1807920,42,Rural
1807950,42,Rural
1807980,42,Rural
1808010,42,Rural
1808040,41,Rural
1808070,42,Rural
1808100,41,Rural
1808120,42,Rural
1808130,42,Rural
1808160,42,Rural
1808190,42,Rural
1808220,42,Rural
1808250,41,Rural
1808280,42,Rural
1808310,41,Rural
1808320,21,Suburban
1808340,42,Rural
1808460,42,Rural
1808490,42,Rural
1808640,32,Town
1808760,21,Suburban
1808820,11,City
1808850,32,Town
1808900,42,Rural
1808910,11,City
1808940,42,Rural
1808970,21,Suburban
1809000,41,Rural
1809060,32,Town
1809120,41,Rural
1809130,21,Suburban
1809150,21,Suburban
1809180,41,Rural
1809300,42,Rural
1809360,43,Rural
1809370,21,Suburban
1809420,32,Town
1809480,22,Suburban
1809510,32,Town
1809600,42,Rural
1809630,32,Town
1809690,21,Suburban
1809720,42,Rural
1809750,32,Town
1809810,32,Town
1809840,23,Suburban
1809990,32,Town
1810020,32,Town
1810080,32,Town
1810110,42,Rural
1810140,32,Town
1810170,42,Rural
1810230,42,Rural
1810260,32,Town
1810290,12,City
1810310,32,Town
1810350,42,Rural
1810360,31,Town
1810380,42,Rural
1810410,42,Rural
1810440,23,Suburban
1810450,42,Rural
1810470,43,Rural
1810500,42,Rural
1810530,42,Rural
1810560,42,Rural
1810590,31,Town
1810620,42,Rural
1810640,42,Rural
1810650,21,Suburban
1810660,42,Rural
1810680,42,Rural
1810710,41,Rural
1810740,42,Rural
1810770,42,Rural
1810800,41,Rural
1810830,42,Rural
1810860,41,Rural
1810870,41,Rural
1810900,42,Rural
1810920,21,Suburban
1810950,42,Rural
1810980,42,Rural
1811100,41,Rural
1811190,42,Rural
1811220,42,Rural
1811250,13,City
1811260,41,Rural
1811340,41,Rural
1811370,42,Rural
1811400,31,Town
1811430,42,Rural
1811460,41,Rural
1811490,42,Rural
1811580,32,Town
1811600,33,Town
1811610,42,Rural
1811700,41,Rural
1811730,42,Rural
1811910,42,Rural
1811930,41,Rural
1811970,21,Suburban
1812060,42,Rural
1812090,13,City
1812120,41,Rural
1812150,32,Town
1812180,42,Rural
1812240,31,Town
1812360,11,City
1812390,22,Suburban
1812420,32,Town
1812450,33,Town
1812720,11,City
1812810,11,City
1812870,13,City
1812880,41,Rural
1812900,41,Rural
1812930,42,Rural
1812990,42,Rural
1813050,32,Town
1813080,21,Suburban
1813110,42,Rural
1813200,21,Suburban
1813230,42,Rural
1900006,43,Rural
1900009,42,Rural
1900015,33,Town
1900021,33,Town
1900022,42,Rural
1900023,43,Rural
1900024,43,Rural
1900025,43,Rural
1900026,43,Rural
1900027,42,Rural
1900028,43,Rural
1900031,43,Rural
1900032,42,Rural
1900040,42,Rural
1900060,42,Rural
1903060,43,Rural
1903090,43,Rural
1903150,41,Rural
1903220,42,Rural
1903270,33,Town
1903300,41,Rural
1903360,41,Rural
1903390,32,Town
1903450,42,Rural
1903480,41,Rural
1903540,13,City
1903570,32,Town
1903630,42,Rural
1903690,21,Suburban
1903750,42,Rural
1903780,43,Rural
1903850,43,Rural
1903930,33,Town
1903960,43,Rural
1904020,42,Rural
1904080,43,Rural
1904200,41,Rural
1904320,43,Rural
1904380,42,Rural
1904440,42,Rural
1904560,43,Rural
1904620,43,Rural
1904650,32,Town
1904680,42,Rural
1904740,42,Rural
1904830,42,Rural
1904860,21,Suburban
1904950,42,Rural
1905070,41,Rural
1905130,31,Town
1905190,42,Rural
1905430,42,Rural
1905490,43,Rural
1905750,43,Rural
1905790,33,Town
1905940,43,Rural
1905970,42,Rural
1906000,42,Rural
1906060,32,Town
1906240,42,Rural
1906270,31,Town
1906330,33,Town
1906510,13,City
1906540,12,City
1906660,42,Rural
1906750,33,Town
1906780,42,Rural
1906810,41,Rural
1906840,43,Rural
1906900,43,Rural
1906930,42,Rural
1906960,42,Rural
1907050,33,Town
1907080,33,Town
1907110,43,Rural
1907170,41,Rural
1907350,33,Town
1907380,33,Town
1907410,32,Town
1907440,42,Rural
1907470,42,Rural
1907590,41,Rural
1907620,33,Town
1907710,32,Town
1907860,12,City
1907900,42,Rural
1907920,42,Rural
1907980,42,Rural
1908070,43,Rural
1908130,43,Rural
1908220,13,City
1908310,41,Rural
1908520,41,Rural
1908550,42,Rural
1908580,12,City
1908610,43,Rural
1908730,33,Town
1908880,42,Rural
1908910,33,Town
1908940,42,Rural
1908970,12,City
1909060,43,Rural
1909120,42,Rural
1909480,13,City
1909540,42,Rural
1909570,43,Rural
1909600,42,Rural
1909990,41,Rural
1910050,42,Rural
1910110,42,Rural
1910130,42,Rural
1910340,43,Rural
1910350,42,Rural
1910410,42,Rural
1910500,42,Rural
1910690,43,Rural
1910950,33,Town
1910980,42,Rural
1911040,42,Rural
1911070,33,Town
1911250,43,Rural
1911340,33,Town
1911790,33,Town
1911820,33,Town
1911850,33,Town
1912120,42,Rural
1912230,43,Rural
1912330,33,Town
1912480,43,Rural
1912510,41,Rural
1912600,42,Rural
1912660,42,Rural
1912690,31,Town
1912750,42,Rural
1912810,42,Rural
1913110,43,Rural
1913200,41,Rural
1913230,43,Rural
1913290,42,Rural
1913320,43,Rural
1913350,42,Rural
1913380,43,Rural
1913440,43,Rural
1913470,41,Rural
1913500,32,Town
1913530,43,Rural
1913660,43,Rural
1914010,42,Rural
1914160,41,Rural
1914280,33,Town
1914310,42,Rural
1914340,22,Suburban
1914370,41,Rural
1914580,41,Rural
1914640,31,Town
1914670,42,Rural
1914700,13,City
1914730,32,Town
1914850,42,Rural
1914880,43,Rural
1915180,42,Rural
1915210,32,Town
1915330,42,Rural
1915450,21,Suburban
1915630,33,Town
1915660,43,Rural
1915750,42,Rural
1915840,32,Town
1916110,43,Rural
1916140,42,Rural
1916320,43,Rural
1916420,43,Rural
1916440,42,Rural
1916530,32,Town
1916620,43,Rural
1916680,13,City
1917100,42,Rural
1917220,22,Suburban
1917250,31,Town
1917460,42,Rural
1917550,42,Rural
1917820,42,Rural
1917880,43,Rural
1918030,43,Rural
1918120,43,Rural
1918180,42,Rural
1918240,42,Rural
1918330,42,Rural
1918480,43,Rural
1918510,32,Town
1918540,42,Rural
1918630,43,Rural
1918690,22,Suburban
1918720,32,Town
1918750,42,Rural
1918780,33,Town
1918840,32,Town
1918930,43,Rural
1918960,42,Rural
1919140,42,Rural
1919200,43,Rural
1919440,32,Town
1919590,43,Rural
1919650,32,Town
1919710,42,Rural
1919740,43,Rural
1919770,43,Rural
1919800,42,Rural
1919860,43,Rural
1919890,33,Town
1920040,31,Town
1920100,42,Rural
1920130,32,Town
1920190,42,Rural
1920250,31,Town
1920340,32,Town
1920460,42,Rural
1920580,42,Rural
1920610,32,Town
1920760,42,Rural
1920820,42,Rural
1920830,43,Rural
1920850,42,Rural
1920910,41,Rural
1920940,21,Suburban
1921000,42,Rural
1921060,42,Rural
1921090,42,Rural
1921120,42,Rural
1921210,43,Rural
1921240,21,Suburban
1921600,43,Rural
1921630,32,Town
1921660,42,Rural
1921720,42,Rural
1921810,42,Rural
1921840,33,Town
1921870,41,Rural
1922110,33,Town
1922380,42,Rural
1922440,43,Rural
1922470,32,Town
1922530,32,Town
1923110,21,Suburban
1923160,42,Rural
1923190,43,Rural
1923340,43,Rural
1924000,32,Town
1924120,42,Rural
1924150,43,Rural
1924660,32,Town
1924870,31,Town
1924960,43,Rural
1925050,43,Rural
1925200,42,Rural
1925320,21,Suburban
1925380,43,Rural
1925410,42,Rural
1925590,22,Suburban
1925620,43,Rural
1925920,42,Rural
1925980,33,Town
1926070,41,Rural
1926250,42,Rural
1926280,43,Rural
1926370,33,Town
1926400,13,City
1926580,41,Rural
1926640,42,Rural
1926670,42,Rural
1926730,41,Rural
1926790,42,Rural
1926820,41,Rural
1926850,42,Rural
1926910,33,Town
1927000,33,Town
1927060,41,Rural
1927240,42,Rural
1927270,43,Rural
1927390,33,Town
1927480,42,Rural
1927500,42,Rural
1927600,42,Rural
1927870,41,Rural
1927960,42,Rural
1927990,42,Rural
1928020,43,Rural
1928050,42,Rural
1928110,43,Rural
1928170,42,Rural
1928200,42,Rural
1928230,42,Rural
1928560,41,Rural
1928680,21,Suburban
1928710,43,Rural
1928980,43,Rural
1929010,41,Rural
1929280,43,Rural
1929310,41,Rural
1929490,42,Rural
1929580,43,Rural
1929730,43,Rural
1929760,42,Rural
1930240,32,Town
1930480,13,City
1930510,21,Suburban
1930540,32,Town
1930560,43,Rural
1930630,32,Town
1930720,43,Rural
1930750,42,Rural
1930780,33,Town
1930870,42,Rural
1930900,32,Town
1930930,13,City
1930960,42,Rural
1930990,32,Town
1931020,42,Rural
1931080,42,Rural
1931110,41,Rural
1931290,43,Rural
1931350,42,Rural
1931470,42,Rural
1931620,42,Rural
1931680,32,Town
1931800,32,Town
1931830,43,Rural
1931860,41,Rural
1931920,43,Rural
1931950,42,Rural
1932010,42,Rural
1999001,43,Rural
1999005,43,Rural
1999007,13,City
1999009,21,Suburban
1999010,12,City
1999011,21,Suburban
1999012,13,City
1999013,41,Rural
1999015,33,Town
1999017,42,Rural
1999019,42,Rural
2000001,42,Rural
2000002,33,Town
2000003,32,Town
2000004,42,Rural
2000006,32,Town
2000007,43,Rural
2000008,12,City
2000012,43,Rural
2000013,43,Rural
2000014,42,Rural
2000015,32,Town
2000016,33,Town
2000017,33,Town
2000018,12,City
2000019,21,Suburban
2000020,43,Rural
2000021,32,Town
2000022,33,Town
2000023,43,Rural
2000024,12,City
2000025,31,Town
2000027,32,Town
2000028,43,Rural
2000029,43,Rural
2000030,43,Rural
2000031,12,City
2000033,32,Town
2000034,32,Town
2000035,33,Town
2000037,42,Rural
2000039,42,Rural
2000040,43,Rural
2000041,42,Rural
2000042,32,Town
2000043,32,Town
2000044,33,Town
2000045,42,Rural
2000046,43,Rural
2000047,43,Rural
2000048,42,Rural
2000049,42,Rural
2000051,31,Town
2000052,33,Town
2000053,41,Rural
2000346,43,Rural
2000347,43,Rural
2000348,42,Rural
2000349,43,Rural
2000350,43,Rural
2000351,23,Suburban
2000352,41,Rural
2000353,43,Rural
2000354,41,Rural
2003180,32,Town
2003200,41,Rural
2003210,42,Rural
2003240,42,Rural
2003270,42,Rural
2003300,42,Rural
2003360,21,Suburban
2003390,43,Rural
2003430,43,Rural
2003450,32,Town
2003480,42,Rural
2003510,43,Rural
2003540,32,Town
2003570,43,Rural
2003630,31,Town
2003720,31,Town
2003780,31,Town
2003810,31,Town
2003870,33,Town
2003900,42,Rural
2003960,43,Rural
2004020,43,Rural
2004050,21,Suburban
2004080,43,Rural
2004140,43,Rural
2004170,42,Rural
2004200,32,Town
2004230,43,Rural
2004260,42,Rural
2004290,33,Town
2004350,42,Rural
2004380,43,Rural
2004410,43,Rural
2004440,42,Rural
2004470,43,Rural
2004500,43,Rural
2004560,43,Rural
2004590,33,Town
2004620,42,Rural
2004650,42,Rural
2004670,42,Rural
2004710,42,Rural
2004740,42,Rural
2004770,43,Rural
2004790,43,Rural
2004800,43,Rural
2004830,42,Rural
2004890,32,Town
2004920,42,Rural
2004950,43,Rural
2004980,33,Town
2005010,33,Town
2005040,43,Rural
2005070,32,Town
2005100,33,Town
2005130,42,Rural
2005190,43,Rural
2005250,43,Rural
2005280,43,Rural
2005310,43,Rural
2005370,43,Rural
2005400,43,Rural
2005460,21,Suburban
2005490,21,Suburban
2005520,43,Rural
2005550,43,Rural
2005580,33,Town
2005610,42,Rural
2005640,42,Rural
2005700,43,Rural
2005730,32,Town
2005760,43,Rural
2005790,43,Rural
2005800,41,Rural
2005820,42,Rural
2005850,43,Rural
2005870,33,Town
2005940,33,Town
2006000,43,Rural
2006060,42,Rural
2006090,31,Town
2006120,41,Rural
2006180,33,Town
2006210,43,Rural
2006240,42,Rural
